train_idx	gen_idx	re_idx	similarity	query	train_texts	generated_texts
4	74	38	0.999987	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 밤에 수원시 날씨 어떨까
4	76	39	0.999987	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 밤에 날씨는 어떨까
4	81	40	0.999987	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 새벽에 날씨는 어떨까?
4	83	41	0.999987	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 새벽 날씨 어떨까?
4	94	42	0.999987	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 밤에 수원시 날씨 어떨까?
4	97	43	0.999987	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 밤에 수원시 날씨 어떨까?
4	1	44	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽 수원시 날씨 좀.
4	11	45	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 저녁 수원시 날씨 좀
4	30	46	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시의 저녁 날씨 어떨까?
4	33	47	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 오후에 날씨 어떨까?
4	42	48	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 밤에 날씨는 어떤가?
4	47	49	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽 수원시 날씨 좀.
4	48	50	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 아침 날씨 어때?
4	53	51	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시의 저녁 날씨 좀
4	61	52	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽 수원시 날씨 어때?
4	65	53	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 저녁에 날씨는 어떨까
4	77	54	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽 수원시 날씨는 어때?
4	78	55	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 오후에 날씨 어떻니?
4	90	56	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 아침 수원시 날씨 어때?
4	92	57	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽 수원시 날씨 어때?
4	95	58	0.9999869	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽 수원시 날씨 어떨까?
4	13	59	0.9999868	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 저녁 수원시 날씨 어떨까?
4	22	60	0.9999868	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 저녁에 날씨는 어때?
4	40	61	0.9999868	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 저녁 날씨 어때?
4	72	62	0.9999868	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 밤에 수원시의 날씨가 어떨지 궁금해
4	85	63	0.9999868	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 저녁 날씨 어떨까
4	96	64	0.9999868	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 점심에 날씨는 어떨까
4	4	65	0.9999867	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 아침에 수원시 날씨 어때?
4	18	66	0.9999867	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 점심에 날씨 좀 알려줘
4	29	67	0.9999867	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨 어떨까?
4	52	68	0.9999867	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 점심에 날씨 어떨까?
4	57	69	0.9999867	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시의 날씨는 어떨까
4	0	70	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨 어떨까
4	25	71	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨 어떻니?
4	31	72	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨 어때?
4	34	73	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 점심에 날씨 좀 알려줄래?
4	39	74	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨는 어떨까
4	59	75	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원의 저녁 날씨 어떨까?
4	80	76	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 어떻니?
4	87	77	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 점심에 날씨 어떨까
4	89	78	0.99998665	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 알려줘.
4	32	79	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 어때?
4	41	80	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 알려줄래?
4	43	81	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨 좀
4	50	82	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨 좀 알려줘
4	63	83	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 아침에 수원시 날씨 어떨까
4	66	84	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 정보 좀
4	67	85	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 아침에 날씨는 어때?
4	69	86	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 어떨까
4	73	87	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 어떨까?
4	75	88	0.9999865	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 새벽에 수원시 날씨는 어때?
4	3	89	0.99998647	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 아침에 수원시 날씨 어떨까?
4	16	90	0.99998647	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 아침에 수원시 날씨 어때?
4	35	91	0.99998647	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 아침에 수원시 날씨 어떻니?
4	38	92	0.99998647	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 좀
4	54	93	0.99998647	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨는 어떨까?
4	64	94	0.99998635	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 아침에 수원시 날씨 좀
4	88	95	0.99998635	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	내일 새벽에 수원시 날씨 좀 알려줘
4	21	96	0.99998623	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 점심에 수원시 날씨 좀
4	56	97	0.9999836	weather.general(day.p=*,location=수원시,ti_range.p=*)	오늘 밤 수원시 기상정보 좀	오늘 수원시 날씨 좀
5	42	0	0.9999883	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일은 서울 날씨가 어떨까?
5	32	1	0.99998826	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨는?
5	78	2	0.99998826	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨 좀 알려줘.
5	6	3	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨 좀.
5	15	4	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대구 날씨는?
5	17	5	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수성구는 날씨가 어떨까?
5	21	6	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨는 어떨까?
5	27	7	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨 알려줘.
5	28	8	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수성구는 날씨가 어떠니?
5	45	9	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨 말해줘.
5	46	10	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수성구는 날씨가 어떨지 궁금해
5	49	11	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨는 어떨까?
5	64	12	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨 좀.
5	67	13	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는?
5	74	14	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨 말해줘.
5	75	15	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 군산의 날씨는 어떤가?
5	79	16	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨 말해줄래?
5	84	17	0.99998814	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 청양의 날씨는 어떨까
5	1	18	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨가 어떨까?
5	8	19	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일은 대전 날씨가 어떨까?
5	14	20	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨 어떨까?
5	19	21	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어떨까?
5	23	22	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 설악산 날씨 알려줘.
5	25	23	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어떨까
5	26	24	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 군산의 날씨는 어떨까?
5	30	25	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 천안 날씨는?
5	33	26	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨 좀 찾아줄래?
5	35	27	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨 말해줄래?
5	36	28	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어때?
5	43	29	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 포천 날씨 좀.
5	44	30	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨 좀 알려줘
5	47	31	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 어떻니?
5	52	32	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 이월드 날씨는?
5	58	33	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 설악산 날씨 어떨까?
5	59	34	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어떠니?
5	61	35	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨 좀 알려줄래?
5	63	36	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨가 어떨지 궁금해
5	65	37	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 부산 날씨는?
5	66	38	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 서울 날씨 알려주라.
5	68	39	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 포천 날씨 알려줄래?
5	71	40	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어떨지 좀 알려줘
5	77	41	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 명동은 날씨가 어떨까?
5	80	42	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 군산의 날씨는 어떨까
5	83	43	0.9999881	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀
5	2	44	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 춘천 날씨 어떨까?
5	5	45	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대구 날씨는 어떨까?
5	12	46	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 청양의 날씨는 어떨까?
5	13	47	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어떻니?
5	18	48	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 롯데월드 날씨는 어떨지 알아?
5	20	49	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대구 날씨 좀 알려줘.
5	31	50	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨가 어떻지?
5	34	51	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원 날씨는?
5	37	52	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대전 날씨 좀 알려줄래?
5	39	53	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원 날씨 어떨까?
5	48	54	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨.
5	51	55	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대구 날씨 좀.
5	62	56	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 부산 날씨는 어떨까?
5	69	57	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨가 어떨지 궁금해
5	73	58	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 울산 날씨 알려줄래?
5	81	59	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨는 어떨까?
5	82	60	0.99998796	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 대구 날씨 좀 알려줄래?
5	7	61	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 인천 날씨 알려줄래?
5	9	62	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 구미의 기상정보 좀 알려줘
5	16	63	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨는 어떨까
5	22	64	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원 날씨 알려줘.
5	24	65	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀.
5	29	66	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 가평의 날씨가 어떨지 궁금해
5	40	67	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원 날씨 알려줄래?
5	41	68	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 청양의 날씨는 어떤가?
5	55	69	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 속초 날씨는 어떨까?
5	57	70	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 어떨까?
5	60	71	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨가 어떨지 좀 찾아줘
5	70	72	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀 알려줄래?
5	72	73	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일은 서울 날씨가 어떨지 궁금해
5	76	74	0.9999879	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀 알려줘.
5	0	75	0.99998784	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 말해줘.
5	3	76	0.99998784	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀 알려주겠니?
5	4	77	0.99998784	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀 알려주라.
5	50	78	0.99998784	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 화천 날씨 좀.
5	54	79	0.99998784	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 좀 말해줘.
5	56	80	0.99998784	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 알려줘.
5	10	81	0.9999877	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 화천 날씨 알려줄래?
5	11	82	0.9999877	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 에버랜드 날씨 말해줄래?
5	38	83	0.9999877	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 수원의 날씨가 어떨지 궁금하네
5	53	84	0.9999877	weather.general(day.p=내일,location=*)	내일 화성의 날씨가 어떨지 알려줘	내일 화천 날씨 알려줘.
6	2	0	0.9999907	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	울산 내일이 더 더울까?
6	21	1	0.9999907	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 몇 도일까?
6	9	2	0.9999905	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	울산 내일이 더 더워?
6	42	3	0.9999904	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 몇일까?
6	3	4	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떨지 궁금해
6	13	5	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 높나?
6	27	6	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온 좀.
6	33	7	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어때?
6	35	8	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 알고싶어요
6	37	9	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 몇일까요?
6	40	10	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 낮나?
6	45	11	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 알아?
6	48	12	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 온도가 몇 도일까?
6	74	13	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떠니?
6	86	14	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떨지 궁금하네
6	95	15	0.99999034	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 높아져?
6	4	16	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 된다고 했었지?
6	7	17	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될까?
6	18	18	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 궁금해
6	23	19	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 낮나?
6	24	20	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 높을까?
6	31	21	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 얼마야?
6	34	22	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 높나?
6	38	23	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떨까?
6	43	24	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될 예정이야?
6	54	25	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 높으려나?
6	57	26	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떨지 궁금해요
6	61	27	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 궁금해요
6	63	28	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일이 울산 더울까?
6	67	29	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 높아?
6	69	30	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 된다고?
6	70	31	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일은 울산 온도가 몇 도일까?
6	72	32	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 되니?
6	73	33	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될 것 같은데?
6	75	34	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 되는지 알아?
6	92	35	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 낮아?
6	99	36	0.9999902	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 돼?
6	12	37	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 궁금하네요
6	22	38	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 되는지 궁금하네요
6	25	39	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 알고싶네요
6	32	40	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 궁금해.
6	49	41	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 많이 낮을까?
6	56	42	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 되는지 궁금하네
6	65	43	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 높을까?
6	77	44	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 될지 궁금하네
6	93	45	0.99999017	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떤지 궁금하네
6	8	46	0.9999901	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 어떻게 되는지 알려주겠니?
6	14	47	0.9999901	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일은 울산 더울까?
6	44	48	0.9999901	weather.temperature(day.p=내일,location=울산)	울산 내일 쌀쌀하니?	내일 울산 기온이 낮을까?
